name bandgap energy_pa volume_pa magmom_pa fermi hull_distance delta_e
Si,10.0,Co,6.0,Dy,4.0, 0.0 -6.534873288 14.653 0.0 7.35088505 None -0.777986651333
Cs,2.0,O,13.0,V,5.0, 1.407 -6.921969086 15.2735 0.049999965 1.38044251 None -2.36423441273
Na,4.0,Te,2.0,Sn,2.0,O,12.0, 1.929 -5.374525626 11.1575 0.0 4.53057171 None -1.73236666722
Mg,2.0,Ir,2.0,O,12.0,La,4.0, 0.0 -7.51206306 12.0935 0.100001385 8.06897617 None -2.80238559614
B,4.0,Sm,4.0,O,12.0, 5.436 -8.295961459 11.099 0.0 2.40319615 None -3.33265605031
Na,4.0,Ge,2.0,Te,2.0,O,12.0, 3.243 -5.514828269 11.423 0.0 2.46400711 None -1.80195593631
Ni,4.0,O,12.0,Dy,4.0, 0.546 -6.629906267 10.251 0.199715705 3.74446852 None -2.42709411422
B,6.0,O,12.0,La,2.0, 5.2 -8.2199756385 10.025 0.0 3.95178668 None -3.03882172289
Cs,2.0,Nb,2.0,B,4.0,O,12.0, 3.203 -7.842400533 13.5395 0.0 0.68291435 None -2.72697625231
Pr,4.0,Sr,4.0,O,12.0, 0.0 -6.823611454 16.368 0.200183835 1.34516898 None -2.84719289114
Ca,2.0,Si,4.0,O,12.0,Fe,2.0, 3.139 -7.4733278905 10.7725 0.4000147 5.63033247 None -2.90148003616
B,16.0,Th,4.0, 0.0 -7.446109752 10.788 0.0 8.61299219 None -0.621442616667
Re,6.0,Ge,14.0, 0.0 -6.962042247 16.26 0.0 5.99573701 None -0.005706236
Sc,4.0,C,8.0,B,8.0, 0.0 -8.0861071795 9.2295 0.0 6.19648984 None -0.474039837833
Sb,12.0,Ce,4.0,V,4.0, 0.0 -5.7551302145 25.547 0.14755703 7.05449121 None -0.5415467425
Cr,4.0,S,12.0,Nd,4.0, 0.335 -6.710220461 19.118 0.599972845 5.63651968 None -1.56217931595
P,4.0,K,2.0,Se,12.0,Sb,2.0, 1.854 -4.0612723905 28.9995 0.0 1.98103261 None -0.425202020282
K,4.0,U,3.0,Ba,1.0,O,12.0, 3.113 -7.216953027 16.8405 0.0 2.19921547 None -2.94382722579
Sc,3.0,B,4.0,O,12.0,Ce,1.0, 4.666 -8.512217793 10.751 0.0 2.40582009 None -3.30993286531
Y,4.0,O,12.0,La,4.0, 4.579 -8.706042024 14.9055 0.0 4.26030107 None -3.74252298114
K,12.0,O,4.0,Cl,4.0, 1.311 -3.4110977985 26.3865 0.0 1.22460493 None -1.56631177651
Sr,1.0,K,4.0,U,3.0,O,12.0, 3.287 -7.247211689 16.1625 0.0 2.26680138 None -2.98612132079
Cs,4.0,P,4.0,S,4.0,O,8.0, 4.417 -5.762947268 21.221 0.0 1.49385714 None -2.00504786686
Cr,4.0,S,12.0,Sm,4.0, 0.0 -6.6957423545 18.7175 0.59986677 5.69278285 None -1.55749555045
B,16.0,Nd,4.0, 0.0 -6.8588139005 10.7215 0.0 6.06312365 None -0.564185109167
Y,1.0,B,4.0,Al,3.0,O,12.0, 5.672 -8.004084684 8.743 0.0 4.00710714 None -3.09841174556
Cr,4.0,S,12.0,Ce,4.0, 0.0 -6.7108282695 19.6055 0.59990975 5.57626075 None -1.55994346245
Pb,4.0,Os,4.0,O,12.0, 0.0 -6.931004523 13.629 0.0 6.49862228 None -1.27596795214
Mg,2.0,Ti,2.0,O,12.0,La,4.0, 3.251 -8.1259004685 11.869 0.0 6.02758066 None -3.52705917284
H,12.0,Mg,4.0,Na,4.0, 3.866 -2.8004173405 10.2085 0.0 0.9893319 None -0.221890103335
Mo,4.0,N,4.0,Cl,12.0, 1.653 -5.587870851 24.965 0.0 -0.40589344 None -0.931295198789
Y,2.0,Ir,2.0,Ba,4.0,O,12.0, 0.0 -7.2191087035 14.4225 0.20043065 4.08191433 None -2.61800327814
Cs,4.0,Te,4.0,Se,12.0, 0.853 -3.3689155555 34.986 0.0 2.7374589 None -0.487254616167
Te,12.0,Cl,8.0, 1.397 -2.9059518265 31.708 0.0 3.59916998 None -0.438705835089
Na,4.0,Nb,4.0,O,12.0, 2.328 -7.642403112 11.4935 0.0 1.783729 None -2.68660067848
S,12.0,Ho,8.0, 0.657 -6.3746800325 21.1815 0.0 4.23580785 None -2.24928571279
Au,6.0,Rb,10.0,O,4.0, 1.084 -3.173082203 29.9065 0.0 1.17816265 None -0.833476957214
Sc,4.0,Si,8.0,Fe,8.0, 0.0 -7.4423018185 12.8535 0.199618305 8.11737068 None -0.7010382545
Sb,4.0,Tl,4.0,O,12.0, 2.002 -5.5219273105 16.1335 0.0 4.80048746 None -1.55882948564
Y,4.0,O,12.0,Ti,4.0, 0.0 -8.977908861 11.3135 0.199979875 6.19359227 None -3.45186910153
Ni,6.0,Si,10.0,Tb,4.0, 0.0 -6.105972953 14.9535 0.0 7.50272627 None -0.803773040167
Ni,4.0,Gd,4.0,O,12.0, 0.0 -6.6208436675 10.432 0.20014095 3.83434346 None -2.40745814338
Na,2.0,S,12.0,Yb,2.0,P,4.0, 0.0 -4.5905549365 22.069 0.0 2.62770212 None -0.990587802235
Sc,2.0,Ir,2.0,Ba,4.0,O,12.0, 0.0 -7.219294914 13.3265 0.19994484 4.32539257 None -2.63609815714
Cr,4.0,Se,12.0,Sb,4.0, 0.524 -5.2171058635 23.4305 0.60112879 4.85545486 None -0.4100149415
Ni,4.0,Yb,4.0,O,12.0, 0.0 -5.4349013265 9.3775 0.0 2.48134279 None -1.85757924838
Ni,2.0,Ir,2.0,O,12.0,La,4.0, 0.0 -7.309723504 12.0595 0.10000062 7.74744136 None -2.45556756551
Tb,4.0,Si,10.0,Co,6.0, 0.0 -6.54320784 14.848 0.0 7.36782863 None -0.780788554667
As,8.0,Se,12.0, 1.114 -4.062662114 26.393 0.0 2.76586142 None -0.119831322
Pd,4.0,O,12.0,La,4.0, 0.0 -6.9218508315 12.7855 0.0 6.94073598 None -2.22369682964
Ge,12.0,Os,8.0, 0.0 -7.3241924155 15.7015 0.0 6.94254819 None -0.0662870925
Pr,2.0,B,6.0,O,12.0, 5.899 -8.1728156105 9.812 0.0 2.60767996 None -3.00703331739
Ni,6.0,Si,10.0,Ho,4.0, 0.0 -6.087841701 14.7905 0.0 7.48166912 None -0.796001952167
Y,4.0,Ru,6.0,Ge,10.0, 0.0 -7.0032780985 17.7775 0.0 5.66406797 None -0.6439483
Pr,2.0,Nb,2.0,Ba,4.0,O,12.0, 3.113 -7.776939441 16.0285 0.0 1.94064685 None -3.22042998914
Pb,4.0,H,8.0,O,8.0, 2.383 -4.973036727 11.7485 0.0 2.76168922 None -1.11182123876
Mn,2.0,Zr,2.0,Rb,2.0,F,14.0, 2.207 -6.235375982 13.2565 0.49998639 2.73595754 None -3.4697917191
C,4.0,Ca,2.0,O,12.0,Ba,2.0, 4.627 -7.43101086 12.2875 0.0 2.01722128 None -2.51679309564
Cs,2.0,H,6.0,S,1.0,Te,1.0,O,10.0, 3.027 -5.0783999185 11.334 0.0 1.7387263 None -1.39808272478
Si,10.0,Co,6.0,Dy,4.0, 0.0 -6.5387715675 14.645 0.0 7.44919948 None -0.781884930833
Ni,4.0,Yb,4.0,O,12.0, 0.0 -5.436763266 9.409 0.0 2.45137131 None -1.85944118788
Sr,4.0,Tm,2.0,O,12.0,Ta,2.0, 4.126 -8.1474520245 13.55 0.0 2.03528371 None -3.49327165064
Ge,8.0,Al,8.0,Ba,4.0, 0.0 -4.127331605 24.2845 0.0 4.30085939 None -0.398042087
B,2.0,Ba,3.0,O,12.0,Ti,3.0, 2.221 -7.9603582765 12.6145 0.0 2.05935254 None -3.15794780602
Mg,2.0,F,2.0,Na,1.0,K,1.0,Si,4.0,O,10.0, 5.908 -6.823110518 11.07 0.0 2.28692237 None -3.09806455833
Y,4.0,Ge,10.0,Ir,6.0, 0.0 -6.97780237 18.2465 0.0 5.85035887 None -0.7223092075
Na,4.0,Nb,4.0,O,12.0, 2.613 -7.633354133 11.3395 0.0 1.82655631 None -2.67755169948
Tb,4.0,Si,10.0,Co,6.0, 0.0 -6.5398950745 14.841 0.004219765 7.2906264 None -0.777475789167
Yb,4.0,O,12.0,V,4.0, 0.231 -7.332339297 10.367 0.19992198 4.01296982 None -3.10168887907
Cs,4.0,Cr,4.0,I,12.0, 0.0 -3.8027631975 39.499 0.801642965 3.4553605 None -0.930152242276
Zn,2.0,Rh,2.0,O,12.0,La,4.0, 0.0 -7.0427464205 12.2325 0.09999789 6.68732163 None -2.52278278914
Ru,2.0,Tb,2.0,O,12.0,Sr,4.0, 0.461 -7.104352148 13.5025 0.300189905 3.43901692 None -2.70031445048
Pr,8.0,Se,8.0,O,4.0, 2.205 -6.728893293 23.8575 0.0 3.22637587 None -2.53601459471
Sr,8.0,Ge,4.0,N,8.0, 0.0 -5.586089009 18.551 0.0 3.56903193 None -0.762440925812
Nd,6.0,O,12.0,Ga,2.0, 3.926 -7.724163952 14.4765 0.0 2.21155149 None -3.30914316889
B,4.0,Tb,1.0,Fe,3.0,O,12.0, 2.275 -7.655219956 9.6275 0.750000125 3.01860489 None -2.49271742051
O,12.0,Ho,6.0,Ga,2.0, 3.838 -7.8262315745 12.719 0.0 2.23263926 None -3.46669113039
Si,12.0,Os,8.0, 0.914 -8.166648365 14.2275 0.0 9.26649286 None -0.423415966
Ru,6.0,Ge,10.0,La,4.0, 0.0 -6.713903097 18.8075 0.0 7.06308547 None -0.6619840165
Sc,4.0,Nd,4.0,O,12.0, 4.531 -8.6585235505 12.671 0.0 2.92300074 None -3.76386081364
Ni,4.0,Tm,4.0,O,12.0, 0.571 -6.632578825 9.999 0.20004558 3.57678965 None -2.45530186488
Yb,4.0,O,12.0,V,4.0, 0.925 -7.336561022 10.383 0.200007195 4.02262801 None -3.10591060407
O,12.0,Ga,2.0,Er,6.0, 3.659 -7.835257031 12.544 0.0 2.29661255 None -3.47985152639
Sc,4.0,Sm,4.0,O,12.0, 4.546 -8.674199327 12.433 0.0 2.92850847 None -3.78933093114
Gd,8.0,Se,12.0, 0.401 -5.8414351085 25.048 0.0 3.76736621 None -1.8971914385
Ni,4.0,O,12.0,Er,4.0, 0.573 -6.6370300845 10.0945 0.19998297 3.55933227 None -2.44180207338
Pr,4.0,Sc,4.0,O,12.0, 4.525 -8.646623041 12.8305 0.0 2.98631597 None -3.74966458014
Ca,4.0,S,12.0,Zr,4.0, 1.383 -6.32309344 22.2745 0.0 3.56018618 None -1.92980824695
H,4.0,K,2.0,Co,2.0,O,10.0,P,2.0, 2.82 -5.880798213 10.39 0.299989225 1.85793851 None -1.85025987647
O,10.0,Tl,2.0,Ba,4.0,Cu,2.0,Hg,2.0, 0.0 -4.6900333445 16.9445 0.0 2.74266833 None -1.57781853364
Cs,4.0,S,4.0,O,8.0,F,4.0, 4.333 -5.0939005055 17.5165 0.0 0.82521149 None -2.107363729
Cs,4.0,Pd,4.0,Cl,12.0, 1.347 -3.4237984345 31.0945 0.0 0.33425181 None -1.35162149738
Sc,2.0,K,2.0,Rb,4.0,F,12.0, 7.68 -5.273259887 15.6295 0.0 -2.20156423 None -3.56006041892
Sr,4.0,Ir,2.0,Lu,2.0,O,12.0, 0.0 -7.040674872 13.0715 0.199983435 3.98043989 None -2.68187115414
Ca,1.0,U,3.0,K,4.0,O,12.0, 3.237 -7.274430404 15.627 0.0 2.33414814 None -3.00006423754
Ni,4.0,Tl,4.0,O,12.0, 0.0 -4.628897654 10.4815 0.19821638 5.35217523 None -0.891860885884
Ru,2.0,Ho,2.0,O,12.0,Sr,4.0, 0.0 -7.119654596 13.339 0.30000095 3.40641165 None -2.72079698048
Pd,4.0,Cu,16.0, 0.0 -4.057295925 11.9795 0.0 4.36535526 None -0.085217155
Mn,2.0,Sm,4.0,O,12.0,Ti,2.0, 1.653 -8.4093917165 11.8165 0.499999455 4.48191485 None -3.30167769165
Re,6.0,Tl,2.0,Se,8.0,Cl,4.0, 1.532 -6.3289052285 24.844 0.0 2.9887864 None -0.696980138294
Tl,4.0,Fe,4.0,O,12.0, 0.226 -5.6325512985 11.1665 0.998664985 6.04443782 None -1.27904304969
B,4.0,O,12.0,Ce,4.0, 4.987 -8.2606127125 11.6575 0.0 2.56330523 None -3.28466930081
Pr,4.0,B,16.0, 0.0 -6.8430720905 10.878 0.0 6.10913026 None -0.546147575167
Na,8.0,W,2.0,O,10.0, 3.555 -6.2545905825 11.5525 0.0 1.77809435 None -2.21703909145
Pb,4.0,Sr,4.0,O,12.0, 1.194 -5.770415834 14.464 0.0 3.42477445 None -2.02295734114
Sm,6.0,O,12.0,Ga,2.0, 3.892 -7.7619588585 13.896 0.0 2.10203239 None -3.36162958689
B,16.0,Tm,4.0, 0.0 -6.817158354 9.851 0.0 6.15037685 None -0.580224132667
V,4.0,O,12.0,Cd,4.0, 1.563 -6.151022288 12.8315 0.200308105 2.59035635 None -2.05275784107
Sc,4.0,Tb,4.0,O,12.0, 4.573 -8.693186085 12.0665 0.0 2.90164416 None -3.82515007681
B,16.0,Ho,4.0, 0.0 -6.8517203195 9.9985 0.0 6.1413897 None -0.594078420833
Zr,2.0,B,4.0,Ba,2.0,O,12.0, 4.454 -8.2473687745 12.601 0.0 1.673894 None -3.17979121131
B,16.0,Lu,4.0, 0.0 -6.804586616 9.741 0.0 6.16357654 None -0.557828088667
Sc,4.0,O,12.0,La,4.0, 4.002 -8.7459390895 12.9845 0.0 5.38711283 None -3.81823738364
Y,4.0,O,12.0,La,4.0, 4.578 -8.7057277165 14.914 0.0 4.26183391 None -3.74220867364
B,4.0,Yb,1.0,O,12.0,Al,3.0, 0.0 -7.6262716345 8.692 0.0 3.34526854 None -2.97012348081
Sc,4.0,O,12.0,Dy,4.0, 4.772 -8.6932943635 11.973 0.0 2.87467643 None -3.83079100398
Ru,8.0,Mg,12.0, 0.0 -4.751007679 16.456 0.0 6.35129642 None -0.147790865
Sr,4.0,Mn,2.0,W,2.0,O,12.0, 1.413 -7.8501916725 12.6345 0.49999976 4.15546993 None -2.82672576946
Tb,6.0,O,12.0,Ga,2.0, 3.879 -7.8136331775 13.1065 0.0 2.33384519 None -3.43855248739
H,4.0,C,2.0,Al,2.0,O,10.0,Na,2.0, 5.341 -6.3858650105 8.905 0.0 1.56385772 None -2.05407748612
Gd,6.0,O,12.0,Ga,2.0, 3.806 -7.802763332 13.331 0.0 2.26141179 None -3.42012155789
Mg,2.0,Rh,2.0,O,12.0,La,4.0, 0.0 -7.360667105 11.9865 0.09999411 7.31510345 None -2.81047623414
Re,12.0,Fe,8.0, 0.0 -10.794387252 12.9205 2.715e-06 7.76217728 None -0.029976849
Sr,4.0,Ir,2.0,Tb,2.0,O,12.0, 0.0 -6.996098667 13.541 0.200284015 3.9831153 None -2.62667318148
Ru,8.0,Sn,12.0, 0.0 -6.252825812 19.075 0.0 9.74926563 None -0.229628900459
H,5.0,C,4.0,O,8.0,Na,3.0, 4.335 -6.000114293 9.3515 0.0 0.22686466 None -1.33823191289
H,12.0,K,6.0,Al,2.0, 3.334 -2.940720337 14.7145 0.0 -0.2331464 None -0.218891612501
Gd,14.0,Pd,6.0, 0.0 -5.3407590785 25.931 0.0 4.07829608 None -0.5413317905
H,4.0,C,4.0,Tl,4.0,O,8.0, 2.877 -5.815990078 13.127 0.0 2.69414925 None -1.0567771076
Eu,4.0,Sc,4.0,O,12.0, 0.0 -7.580715387 12.4355 0.19992706 1.82619238 None -3.27260555014
Eu,4.0,C,4.0,O,12.0, 4.329 -7.61645029 10.936 0.0 1.89307769 None -2.72350034014
H,4.0,C,4.0,Tl,4.0,O,8.0, 2.883 -5.8154993675 13.116 0.0 2.64953908 None -1.0562863971
Y,4.0,O,12.0,V,4.0, 1.481 -8.498088237 11.235 0.399999425 5.06760534 None -3.26933868007
H,4.0,C,4.0,Ba,2.0,O,10.0, 3.121 -6.731253541 10.437 0.0 0.9521134 None -1.78670887545
Y,2.0,Sr,4.0,Ir,2.0,O,12.0, 0.0 -7.1878357815 13.7835 0.199951445 3.8337369 None -2.63487208814
Tl,2.0,Mn,2.0,Zr,2.0,F,14.0, 2.235 -6.201903303 13.8575 0.49998388 3.07575093 None -3.3053847896
Ir,2.0,Ba,4.0,O,12.0,La,2.0, 0.0 -7.0109942385 15.4115 0.20000069 4.92676774 None -2.56359417214
Si,8.0,Al,8.0,Ba,4.0, 0.0 -4.349243832 23.6075 0.0 5.23966556 None -0.29640293
Rh,6.0,Er,14.0, 0.0 -6.01859978 24.221 0.0 4.15196233 None -0.6479625025
O,14.0,Cr,4.0,Bi,1.0,Ag,1.0, 1.876 -6.179099363 11.3365 0.0 2.47764606 None -1.36806380529
B,5.0,H,2.0,Cl,1.0,Sr,1.0,Ca,1.0,O,10.0, 6.059 -7.124968547 9.5345 0.0 2.09052357 None -2.62726649715
Ge,10.0,Rh,6.0,La,4.0, 0.0 -6.329137462 19.025 0.0 6.82873783 None -0.8595147965
Na,12.0,Hg,8.0, 0.0 -1.040072379 24.5075 0.0 2.22224944 None -0.15354901253
Nb,6.0,Mn,2.0,O,12.0, 0.0 -8.9275821595 11.6965 0.518513925 6.01129445 None -2.50856257946
Si,4.0,Ir,4.0,Mn,12.0, 0.0 -8.4843146425 12.4845 1.2140085 8.18733349 None -0.217289601293
Pr,2.0,Ir,2.0,Ba,4.0,O,12.0, 0.0 -6.9566541145 15.3035 0.200113435 4.03207171 None -2.52462567064
Eu,4.0,Al,4.0,O,12.0, 0.0 -6.9318075195 10.0435 0.18183755 4.16636337 None -3.13171567664
Mn,4.0,Sm,1.0,O,12.0,Cu,3.0, 0.0 -6.4684119895 9.518 0.49997678 4.40221858 None -1.79067697248
Mn,4.0,Yb,1.0,Cu,3.0,O,12.0, 0.0 -6.2207664935 9.179 0.450031875 3.91262948 None -1.70499525423
O,12.0,Gd,1.0,Cu,3.0,Mn,4.0, 0.0 -6.4707891175 9.4675 0.499918285 4.46597819 None -1.79600201673
Eu,1.0,Mn,4.0,O,12.0,Cu,3.0, 0.0 -6.245375636 9.2905 0.450059725 3.88465964 None -1.71183025873
C,12.0,Sm,8.0, 0.0 -7.627829398 15.0805 0.0 5.0868728 None -0.216649351
C,12.0,Gd,8.0, 0.0 -7.6440657485 14.3735 0.0 5.30902158 None -0.2564690315
Mn,4.0,Tm,1.0,O,12.0,Cu,3.0, 0.0 -6.458724631 9.3815 0.49993462 4.48356971 None -1.79296467123
Y,2.0,Mn,4.0,Ba,2.0,O,12.0, 0.0 -7.527313055 11.384 0.700015755 4.44837716 None -2.59154446028
Sr,4.0,Mo,2.0,Mn,2.0,O,12.0, 0.664 -7.5108130595 12.529 0.499998465 4.42525631 None -2.69861644146
Sc,2.0,Na,2.0,Ge,4.0,O,12.0, 4.158 -6.844607559 11.567 0.0 1.67882215 None -2.48173435181
Cs,4.0,Na,2.0,Fe,2.0,F,12.0, 1.702 -4.8341927855 15.7165 0.500000405 0.44266978 None -2.92646773642
Ta,4.0,Th,4.0,N,12.0, 0.652 -10.2864407175 12.9155 7.675e-06 7.11898385 None -1.59268009622
Ir,2.0,Co,2.0,O,12.0,La,4.0, 0.0 -7.513340786 12.153 0.399433245 7.72830019 None -2.46340840593
Sb,2.0,Ca,4.0,Fe,2.0,O,12.0, 1.957 -6.55221297 11.401 0.500000125 4.61461073 None -2.45877952616
I,10.0,Ni,2.0,Pr,8.0, 0.0 -4.326467858 36.9815 0.0 4.35719952 None -1.19518478765
Sr,4.0,Ir,2.0,O,12.0,Ce,2.0, 0.0 -6.8901393915 14.3585 0.200124195 3.9494997 None -2.50597871064
As,2.0,Ca,4.0,O,12.0,Bi,2.0, 3.427 -6.34123766 13.8895 0.0 3.8440915 None -2.40402354464
Ni,4.0,Tl,4.0,O,12.0, 0.0 -4.629650062 10.446 0.200949945 5.50461707 None -0.892613293884
Y,2.0,Re,2.0,Ba,4.0,O,12.0, 0.0 -7.8418507365 14.5615 0.19996372 4.9601055 None -2.88389367964
Ni,2.0,Ru,2.0,O,12.0,La,4.0, 0.0 -7.415197689 11.972 0.39997696 7.89989383 None -2.52642953851
Cs,4.0,Se,12.0,Ga,4.0, 1.83 -3.663934263 33.213 0.0 1.34810988 None -0.8080827645
Eu,6.0,O,12.0,Ga,2.0, 0.0 -6.1942834825 13.2835 0.07328494 1.74539717 None -2.65909204939
O,12.0,Ga,2.0,Dy,6.0, 3.839 -7.8206091995 12.9155 0.0 2.26152551 None -3.45382748239
Mn,3.0,Ba,4.0,O,12.0,Ce,1.0, 0.0 -6.865327249 14.156 0.412746135 2.2845516 None -2.49780455837
Pr,1.0,Mn,3.0,Ba,4.0,O,12.0, 0.0 -6.8782357175 14.0615 0.412847875 2.29320403 None -2.51085001137
Y,2.0,Mn,4.0,Ba,2.0,O,12.0, 0.0 -7.5238446055 11.443 0.70003661 4.37612758 None -2.58807601078
Y,2.0,Mn,4.0,Ba,2.0,O,12.0, 0.0 -7.531400288 11.4555 0.70002912 4.37350524 None -2.59563169328
Y,2.0,Mn,4.0,Ba,2.0,O,12.0, 0.0 -7.5263203095 11.3715 0.70003306 4.46638882 None -2.59055171478
Gd,12.0,Ga,8.0, 0.0 -4.480520018 25.2635 0.0 3.52149787 None -0.482965111
Y,4.0,Rh,6.0,Sn,10.0, 0.0 -6.190259117 20.708 0.0 8.06037969 None -0.766792603049
Au,8.0,Sn,4.0,Er,8.0, 0.0 -4.7768409455 22.373 0.0 5.8704059 None -0.88572924232
Sr,8.0,Bi,12.0, 0.0 -3.7727316845 33.083 0.0 5.49208808 None -0.7153896045
Ni,8.0,Hf,8.0,Sn,4.0, 0.0 -7.5856253155 16.608 0.0 6.98728863 None -0.60359459232
Rh,4.0,Bi,4.0,O,12.0, 0.438 -6.1457621565 12.031 0.0 7.68458396 None -1.21520432164
Pb,4.0,Tc,4.0,O,12.0, 0.0 -7.0068584615 13.713 0.0002381 6.40159986 None -1.52493244964
Y,4.0,Cr,4.0,O,12.0, 2.429 -8.516346639 10.934 0.60002149 4.22228764 None -3.19686049943
Ir,6.0,Sn,14.0, 0.0 -5.7129888575 20.82 0.0 9.93203835 None -0.322201358369
Sb,2.0,Ho,2.0,O,12.0,Sr,4.0, 4.176 -6.8701862395 13.705 0.0 2.96410647 None -2.97905574698
Sb,2.0,Ba,4.0,O,12.0,La,2.0, 4.187 -6.85541526 15.8375 0.0 3.98214144 None -2.88113010464
Y,4.0,Ni,4.0,O,12.0, 0.608 -6.9711093795 10.26 0.199955 3.88746041 None -2.39568816238
Y,4.0,Ni,2.0,Mn,2.0,O,12.0, 2.157 -7.736655261 10.6345 0.500046635 3.68353484 None -2.75400647933
Sb,4.0,S,8.0,Mn,4.0,Cl,4.0, 0.834 -5.218656561 21.6595 0.999993645 5.49824504 None -0.770220419861
Cs,2.0,Au,4.0,F,14.0, 1.413 -3.3599790455 14.539 0.0 -0.01687769 None -1.71997949763
H,4.0,K,2.0,C,2.0,O,10.0,Al,2.0, 5.655 -6.37448725 9.506 0.0 1.23698348 None -2.05896989262
Si,10.0,Ir,6.0,Lu,4.0, 0.0 -7.2078156625 16.412 0.0 7.96920537 None -0.936203221
Pr,1.0,Mn,4.0,O,12.0,Cu,3.0, 0.0 -6.458731206 9.6065 0.500011305 4.38093394 None -1.77797367273
H,12.0,K,2.0,Al,2.0,Na,4.0, 1.762 -2.7710223065 12.537 0.0 1.35067928 None -0.0166532480012
W,2.0,Sr,4.0,Fe,2.0,O,12.0, 1.24 -7.6530818595 12.2335 0.400011305 4.51197109 None -2.72860778066
Mn,4.0,O,12.0,Cu,3.0,Dy,1.0, 0.0 -6.467150409 9.423 0.499936515 4.48939339 None -1.79500665107
Mn,4.0,Ho,1.0,O,12.0,Cu,3.0, 0.0 -6.465250096 9.413 0.499980975 4.47068938 None -1.7943132169
Tb,4.0,Si,10.0,Rh,6.0, 0.0 -6.8024503475 16.5305 0.0 7.60363702 None -0.988054149667
Eu,4.0,Mn,4.0,O,12.0, 0.248 -7.0860089535 10.472 0.600002505 3.1840967 None -2.62313519428
Pr,4.0,H,8.0,Sn,4.0,Ni,4.0, 0.0 -4.7599885295 14.119 0.0 5.8904856 None -0.568826796654
H,8.0,Ni,4.0,Sn,4.0,La,4.0, 0.0 -4.8305528545 14.4415 0.0 7.86995742 None -0.608647876654
H,8.0,Sn,4.0,Ce,4.0,Ni,4.0, 0.0 -4.758958316 14.3665 0.0 5.82907308 None -0.567248645154
Na,6.0,In,2.0,Cl,12.0, 4.058 -3.29785065 24.0915 0.0 -0.18825707 None -1.77940130788
Ni,8.0,Ti,8.0,In,4.0, 0.0 -6.280160066 14.7085 0.0 5.82735968 None -0.432209938777
Tb,5.0,Se,2.0,O,10.0,Cl,3.0, 3.694 -6.830744405 15.499 0.0 2.33924296 None -2.87036173134
Y,6.0,O,12.0,Ga,2.0, 4.019 -8.3432672665 12.979 0.0 2.46329834 None -3.41757195289
Na,2.0,S,12.0,Sb,2.0,P,4.0, 2.295 -4.5148141465 22.281 0.0 3.48437763 None -0.650521186235
H,8.0,Nd,4.0,Sn,4.0,Ni,4.0, 0.0 -4.757815111 14.111 0.0 5.76740207 None -0.568949102154
Sb,12.0,Sm,4.0,V,4.0, 0.0 -5.7327838575 24.4875 0.11950613 7.23534014 None -0.5318383885
Mg,4.0,Se,4.0,O,12.0, 3.928 -5.5660666545 10.675 0.0 4.53644408 None -1.87836395964
Sb,12.0,V,4.0,Dy,4.0, 0.0 -5.680730019 23.801 0.10532798 7.4363765 None -0.502149586333
Cr,4.0,Yb,4.0,Sb,12.0, 0.0 -5.025218036 24.457 0.45165913 6.45947041 None -0.358836508
Bi,4.0,O,12.0,In,4.0, 2.759 -5.6742706325 13.533 0.0 6.99478986 None -1.66108150964
Ni,4.0,Sr,8.0,N,8.0, 0.0 -5.641570482 18.0325 0.39823591 3.02948736 None -0.631865393812
Ni,4.0,Lu,4.0,O,12.0, 0.737 -6.6468862575 9.85 0.20002413 3.54362555 None -2.45978499138
Ni,4.0,Bi,4.0,O,12.0, 0.667 -5.351651543 11.2015 0.40000257 6.57059134 None -1.27441140088
H,4.0,Si,2.0,Zn,4.0,O,10.0, 3.568 -5.655415107 11.0875 0.0 0.24354845 None -1.95467361495
Sn,8.0,Ga,4.0,V,8.0, 0.0 -5.90269666 17.783 0.0 8.16106266 None -0.160979001139
Pr,2.0,Ru,2.0,Ba,4.0,O,12.0, 0.0 -7.0551302065 15.275 0.300143205 3.51504909 None -2.58848955064
Ni,2.0,Mn,2.0,Bi,4.0,O,12.0, 0.783 -6.027296645 11.286 0.500095305 6.98797931 None -1.54282893833
Sr,4.0,Te,2.0,Co,2.0,O,12.0, 1.988 -6.0534772825 12.281 0.299999735 4.55617064 None -2.22321231377
Mn,4.0,Tb,2.0,Ba,2.0,O,12.0, 0.0 -7.361777297 11.459 0.70005332 4.36417271 None -2.60954691011
Sb,2.0,Sr,4.0,O,12.0,In,2.0, 2.394 -6.1475877145 13.1955 0.0 4.18096046 None -2.44751871364
Y,2.0,Sb,2.0,O,12.0,Sr,4.0, 4.348 -7.037410335 13.802 0.0 3.02914683 None -2.95756155264
As,2.0,Bi,2.0,O,12.0,Cd,4.0, 2.139 -5.2374652695 13.6055 0.0 3.38935264 None -1.52748222214
Mn,3.0,Nd,1.0,Ba,4.0,O,12.0, 0.0 -6.8890007355 13.9915 0.412815615 2.27969611 None -2.52218896037
Mn,4.0,Sm,4.0,O,12.0, 0.0 -7.948204931 11.527 0.800000575 4.69596363 None -2.90857261278
Gd,4.0,Mn,4.0,O,12.0, 0.236 -7.9692645845 11.3005 0.80010939 4.73636395 None -2.94142393128
O,12.0,Bi,4.0,Ga,4.0, 2.038 -5.9015174065 13.2965 0.0 4.95258475 None -1.81923761514
